vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
-33.9829,-13.1622,1.76441,196,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.6706,0.796317,-20.7602,41469,-25,-25,35,-25,25,33,25,-25,38,25,25,27
3.82322,17.1368,1.8982,23325,-25,-25,7,-25,25,19,25,-25,15,25,25,27
-9.05517,24.775,-23.9995,76,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.861,28.6827,5.95443,121,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.79135,-26.4581,-23.971,1713,-25,-25,2,-99.9,-99.9,-1,25,-25,2,-99.9,-99.9,-1
39.7058,-5.35652,-23.4953,21623,-25,-25,9,-25,25,9,25,-25,23,25,25,15
-17.1492,-18.7706,10.1152,18980,-25,-25,18,-25,25,14,25,-25,7,25,25,2
-2.20366,0.422372,18.3411,95,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
16.0145,32.1588,4.07082,53,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-35.5505,-32.5649,17.2453,69840,-25,-25,47,-25,25,54,25,-25,36,25,25,34
-39.984,1.70928,6.71369,3730,-25,-25,2,-25,25,4,25,-25,1,25,25,2
-15.9588,-27.7274,23.9179,120,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
0.1854,10.6174,-24.0042,485306,-25,-25,333,-25,25,537,25,-25,294,25,25,381
24.9426,10.5294,14.3656,4619,-25,-25,3,-25,25,3,25,-25,2,25,25,4
42.4683,-24.7487,-13.3601,271363,-25,-25,170,-25,25,141,25,-25,432,25,25,176
32.6488,-44.8385,9.72338,190883,-25,-25,124,-25,25,88,25,-25,144,25,25,112
33.4707,-24.2466,-18.7653,10158,-25,-25,3,-25,25,3,25,-25,12,25,25,2
-44.6293,2.31422,7.07038,60,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-31.6912,2.98122,3.63745,208292,-25,-25,170,-25,25,181,25,-25,126,25,25,142
-23.2591,18.0058,10.2159,88,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-41.0713,40.0229,6.50423,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
30.8339,-41.3451,3.33822,88,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
27.6549,44.9481,-14.4608,16097,-25,-25,7,-25,25,8,25,-25,5,25,25,15
